Iniciativa,Tipo,Estagio,Âmbito,Periodicidade,Estado,Município,latitude,longitude
Ibirité Gourmet,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MG,Brumadinho,-20.151,-44.2007
Ibirité Gourmet,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MG,Belo Horizonte,-19.9102,-43.9266
Ação Com Sebrae,Projeto de Qualificação;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,SC,,-27.45,-50.95
Via Gastronômica De Joinville,Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,SC,Joinville,-26.3045,-48.8487
Festa Da Uva De Jundiaí,Evento / Festival;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Jundiaí,-23.1852,-46.8974
Festa Das Nações,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Lorena,-22.7334,-45.1197
Roteiro Turístico Regional,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Permanente,MG,Malacacheta,-17.8456,-42.0769
Massagueira - Pólo Gastronômico Da Região Das Lagoas E Mares Do Sul,Projeto de Qualificação;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,AL,Marechal Deodoro,-9.709710000000001,-35.8967
Massagueira - Pólo Gastronômico Da Região Das Lagoas E Mares Do Sul,Projeto de Qualificação;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,AL,Coqueiro Seco,-9.63715,-35.7994
Massagueira - Pólo Gastronômico Da Região Das Lagoas E Mares Do Sul,Projeto de Qualificação;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,AL,Pilar,-9.60135,-35.9543
Massagueira - Pólo Gastronômico Da Região Das Lagoas E Mares Do Sul,Projeto de Qualificação;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,AL,Barra de São Miguel,-9.83842,-35.9057
Massagueira - Pólo Gastronômico Da Região Das Lagoas E Mares Do Sul,Projeto de Qualificação;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,AL,Roteiro,-9.83503,-35.9782
Massagueira - Pólo Gastronômico Da Região Das Lagoas E Mares Do Sul,Projeto de Qualificação;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,AL,Jequiá da Praia,-10.0133,-36.0142
Massagueira - Pólo Gastronômico Da Região Das Lagoas E Mares Do Sul,Projeto de Qualificação;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,AL,Coruripe,-10.1276,-36.1717
Massagueira - Pólo Gastronômico Da Região Das Lagoas E Mares Do Sul,Projeto de Qualificação;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,AL,Feliz Deserto,-10.2935,-36.3028
Massagueira - Pólo Gastronômico Da Região Das Lagoas E Mares Do Sul,Projeto de Qualificação;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,AL,Piaçabuçu,-10.405999999999999,-36.434
Massagueira - Pólo Gastronômico Da Região Das Lagoas E Mares Do Sul,Projeto de Qualificação;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,AL,Penedo,-10.2874,-36.5819
Festival Gastronômico,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Bianual,MG,Ouro Fino,-22.2779,-46.3716
Queima Do Alho,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Palestina,-20.39,-49.4309
"Feitur - Feira De Turismo ""Jose Benedicto Vilhena""",Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Paraibuna,-23.3872,-45.6639
Festival Do Chambari,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,TO,Paraíso do Tocantins,-10.175,-48.8823
Festival Gastronômico De Paulo Afonso,Evento / Festival;Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,BA,Paulo Afonso,-9.3983,-38.2216
Feira Gastronômica De Pedro Afonso,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,TO,Pedro Afonso,-8.97034,-48.1729
Feira Gastronômica De Pedro Afonso,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,TO,Bom Jesus do Tocantins,-8.96306,-48.165
Feira Gastronômica De Pedro Afonso,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,TO,Tupirama,-8.971680000000001,-48.1883
Feira Gastronômica De Pedro Afonso,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,TO,Santa Maria do Tocantins,-8.8046,-47.7887
Oficina De Biscoitos E Bolos,Projeto Social;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Outra,TO,Pedro Afonso,-8.97034,-48.1729
Feira Livre Clovis Tavares Noleto,Outros - Feira Livre;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,TO,Pedro Afonso,-8.97034,-48.1729
Festa Da Mandioca,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Pirapozinho,-22.2711,-51.4976
Festa Junina De Pirapozinho,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,SP,Pirapozinho,-22.2711,-51.4976
Festival Do Caranguejo,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,PR,Pontal do Paraná,-25.6735,-48.5111
Roteiro Gastronômico De Porto Feliz,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Permanente,SP,Porto Feliz,-23.2093,-47.5251
Festival Brasil Sabor,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,RO,Porto Velho,-8.760769999999999,-63.8999
Festival De Frutos Do Mar,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,RJ,Rio das Ostras,-22.5174,-41.9475
Criação De Prato Típico Com Carne De Ovelha E De Qualificação Dos Produtos Gastronômicos Com Butiá.,Projeto de Qualificação;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,RS,Arambaré,-30.9092,-51.5046
Criação De Prato Típico Com Carne De Ovelha E De Qualificação Dos Produtos Gastronômicos Com Butiá.,Projeto de Qualificação;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,RS,Arroio Grande,-32.2327,-53.0862
Criação De Prato Típico Com Carne De Ovelha E De Qualificação Dos Produtos Gastronômicos Com Butiá.,Projeto de Qualificação;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,RS,Barra do Ribeiro,-30.2939,-51.3014
Criação De Prato Típico Com Carne De Ovelha E De Qualificação Dos Produtos Gastronômicos Com Butiá.,Projeto de Qualificação;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,RS,Camaquã,-30.8489,-51.8043
Criação De Prato Típico Com Carne De Ovelha E De Qualificação Dos Produtos Gastronômicos Com Butiá.,Projeto de Qualificação;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,RS,Canguçu,-31.396,-52.6783
Criação De Prato Típico Com Carne De Ovelha E De Qualificação Dos Produtos Gastronômicos Com Butiá.,Projeto de Qualificação;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,RS,Chuí,-33.6866,-53.4594
Criação De Prato Típico Com Carne De Ovelha E De Qualificação Dos Produtos Gastronômicos Com Butiá.,Projeto de Qualificação;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,RS,Cristal,-31.0046,-52.0436
Criação De Prato Típico Com Carne De Ovelha E De Qualificação Dos Produtos Gastronômicos Com Butiá.,Projeto de Qualificação;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,RS,Guaíba,-30.1086,-51.3233
Criação De Prato Típico Com Carne De Ovelha E De Qualificação Dos Produtos Gastronômicos Com Butiá.,Projeto de Qualificação;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,RS,Jaguarão,-32.5604,-53.376999999999995
Criação De Prato Típico Com Carne De Ovelha E De Qualificação Dos Produtos Gastronômicos Com Butiá.,Projeto de Qualificação;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,RS,Morro Redondo,-31.5887,-52.6261
Criação De Prato Típico Com Carne De Ovelha E De Qualificação Dos Produtos Gastronômicos Com Butiá.,Projeto de Qualificação;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,RS,Pelotas,-31.7649,-52.3371
Criação De Prato Típico Com Carne De Ovelha E De Qualificação Dos Produtos Gastronômicos Com Butiá.,Projeto de Qualificação;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,RS,Piratini,-31.4473,-53.0973
Criação De Prato Típico Com Carne De Ovelha E De Qualificação Dos Produtos Gastronômicos Com Butiá.,Projeto de Qualificação;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,RS,Rio Grande,-32.0349,-52.1071
Criação De Prato Típico Com Carne De Ovelha E De Qualificação Dos Produtos Gastronômicos Com Butiá.,Projeto de Qualificação;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,RS,Santa Vitória do Palmar,-33.525,-53.3717
Criação De Prato Típico Com Carne De Ovelha E De Qualificação Dos Produtos Gastronômicos Com Butiá.,Projeto de Qualificação;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,RS,São José do Norte,-32.0151,-52.0331
Criação De Prato Típico Com Carne De Ovelha E De Qualificação Dos Produtos Gastronômicos Com Butiá.,Projeto de Qualificação;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,RS,São Lourenço do Sul,-31.3564,-51.9715
Criação De Prato Típico Com Carne De Ovelha E De Qualificação Dos Produtos Gastronômicos Com Butiá.,Projeto de Qualificação;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,RS,Sertão Santana,-30.4562,-51.6017
Criação De Prato Típico Com Carne De Ovelha E De Qualificação Dos Produtos Gastronômicos Com Butiá.,Projeto de Qualificação;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,RS,Tapes,-30.6683,-51.3991
Festival Do Cambuci De Paranapiacaba,Evento / Festival;Projeto Social;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,,-22.19,-48.79
Festival Da Truta E Pinhão,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,SP,Santo Antônio do Pinhal,-22.826999999999998,-45.663000000000004
Tapioca Fest,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,RN,Serra Caiada,-6.10478,-35.7113
Festa Junina Beneficente,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Sorocaba,-23.4969,-47.4451
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Tatuí,-23.3487,-47.8461
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Cerquilho,-23.1665,-47.7459
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Porangaba,-23.1761,-48.1195
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Iperó,-23.3513,-47.6927
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Quadra,-23.2993,-48.0547
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Boituva,-23.2855,-47.6786
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Cesário Lange,-23.226,-47.9545
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Laranjal Paulista,-23.0506,-47.8375
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Sorocaba,-23.4969,-47.4451
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Votorantim,-23.5446,-47.4388
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Piracicaba,-22.7338,-47.6476
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Itu,-23.2544,-47.2927
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Salto,-23.1996,-47.2931
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Registro,-24.4979,-47.8449
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Piedade,-23.7139,-47.4256
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Itapeva,-23.9788,-48.8764
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Tietê,-22.509,-48.5597
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Botucatu,-22.8837,-48.4437
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,São Bernardo do Campo,-23.6914,-46.5646
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Barueri,-23.5057,-46.879
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,São Caetano do Sul,-23.6229,-46.5548
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,São Paulo,-23.5329,-46.6395
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Osasco,-23.5324,-46.7916
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Rio Claro,-22.3984,-47.5546
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Ubatuba,-23.4332,-45.0834
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Ribeirão Preto,-21.1699,-47.8099
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Indaiatuba,-23.0816,-47.2101
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Cajati,-24.7324,-48.1223
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,São Miguel Arcanjo,-23.8782,-47.9935
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,São Carlos,-22.0174,-47.886
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Santo André,-23.6737,-46.5432
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SP,Angatuba,-23.4917,-48.4139
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,PR,Maringá,-23.4205,-51.9333
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,PR,Curitiba,-25.4195,-49.2646
Feira Do Doce,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,RJ,Rio de Janeiro,-22.9129,-43.2003
"Tatuí, Terra Dos Doces Caseiros",Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,SP,,-22.19,-48.79
"Tatuí, Terra Dos Doces Caseiros",Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,SC,,-27.45,-50.95
"Tatuí, Terra Dos Doces Caseiros",Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,BA,,-13.29,-41.71
"Tatuí, Terra Dos Doces Caseiros",Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,MG,,-18.1,-44.38
"Tatuí, Terra Dos Doces Caseiros",Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,PR,,-24.89,-51.55
"Tatuí, Terra Dos Doces Caseiros",Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Permanente,RS,,-30.17,-53.5
Festival Gastronômico Do Coco,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,PE,Abreu e Lima,-7.90072,-34.8984
Festival Gastronômico Do Coco,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,PE,Carnaubeira da Penha,-8.31799,-38.7512
Festival Gastronômico Do Coco,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,PE,Jaboatão dos Guararapes,-8.11298,-35.015
Festival Gastronômico Do Coco,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,PE,Pedra,-8.496410000000001,-36.94
Festival Gastronômico Do Coco,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,PE,Cabo de Santo Agostinho,-8.28218,-35.0253
Festa Da Ouriçada,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,PE,Cabo de Santo Agostinho,-8.28218,-35.0253
Festa Da Ouriçada,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,PE,Jaboatão dos Guararapes,-8.11298,-35.015
Festa Da Ouriçada,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,PE,Ipojuca,-8.39303,-35.0609
Festa Da Ouriçada,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,PE,Recife,-8.046660000000001,-34.8771
Festa Da Ouriçada,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,PE,Olinda,-8.01017,-34.8545
Comidas Da Roça,Projeto de Qualificação;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,SP,,-22.19,-48.79
O Melhor Prato,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,SP,,-22.19,-48.79
Japan Matsuri Festival De Cultura Japonesa De Osasco,Evento / Festival;Projeto Social;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Anual,SP,Osasco,-23.5324,-46.7916
Projeto De Incentivo Ao Pequeno Produtor Artesanal Local,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Permanente,SP,São Paulo,-23.5329,-46.6395
Projeto De Incentivo Ao Pequeno Produtor Artesanal Local,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Permanente,SP,Campinas,-22.9053,-47.0659
Projeto De Incentivo Ao Pequeno Produtor Artesanal Local,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Permanente,SP,Piracicaba,-22.7338,-47.6476
Projeto De Incentivo Ao Pequeno Produtor Artesanal Local,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Permanente,SP,Sorocaba,-23.4969,-47.4451
Projeto De Incentivo Ao Pequeno Produtor Artesanal Local,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Permanente,SP,Botucatu,-22.8837,-48.4437
Rotas Gastronômicas Da Esquina Do Brasil,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Permanente,RJ,Três Rios,-22.1165,-43.2185
"Festival Comida De Boteco, Festival Gastronômico, Festival Gastronômico Temática Morango, Festival Da Pizza.",Evento / Festival;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,,-22.19,-48.79
Festival Gastronômico,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,MG,,-18.1,-44.38
Arraial  Da Gente,Evento / Festival;Projeto Social;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Redenção da Serra,-23.2638,-45.5422
Expo Assis / Festa Das Nações,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,PR,Assis Chateaubriand,-24.4168,-53.5213
Circuito Gastronômico Sabores De Cananéia,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,SP,Cananéia,-25.0144,-47.9341
Festa Do Morango,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Monte Alegre do Sul,-22.6817,-46.681000000000004
Roteiro Gastronomico,Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Monte Alegre do Sul,-22.6817,-46.681000000000004
Festival Gastronimico.,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,MG,Acaiaca,-20.359,-43.1439
Concurso Chef Acariense,Evento / Festival;Projeto Promocional;Produto Turístico de Gastronomia;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,RN,Acari,-6.4282,-36.6347
Caminhos Dos Sabores,Roteiro Gastronômico;Produto Turístico de Gastronomia;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Permanente,PB,Alagoa Nova,-7.05377,-35.7591
Festival Gastronômico Sabores Da Floresta,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MT,Alta Floresta,-9.86674,-56.0867
Segue Anexo No Arquivo,Evento / Festival;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,PR,Altônia,-23.8759,-53.8958
Festival Gastronomico Na Revirada Cultural,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Outra,SP,Americana,-22.7374,-47.3331
Sabores De Boteco,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,ES,Anchieta,-20.7955,-40.6425
Festival Da Moqueca Capixaba,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,ES,Anchieta,-20.7955,-40.6425
Iriri Paixão Capixaba,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,ES,Anchieta,-20.7955,-40.6425
Festival Capixaba De Frutos Do Mar De Iriri,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,ES,Anchieta,-20.7955,-40.6425
Forró Bobó,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,ES,Anchieta,-20.7955,-40.6425
Iriri Bier Fest,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,ES,Anchieta,-20.7955,-40.6425
Festa Da Imigração Italiana De Alto Pongal,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,ES,Anchieta,-20.7955,-40.6425
Festival De Siri De Antonina,Evento / Festival;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,PR,Antonina,-25.4386,-48.7191
Festival Das Balas De Banana De Antonina,Evento / Festival;Produto Turístico de Gastronomia;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,PR,Antonina,-25.4386,-48.7191
Festival Das Balas De Banana De Antonina,Evento / Festival;Produto Turístico de Gastronomia;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,PR,Guaraqueçaba,-25.3071,-48.3204
Dia Do Açaí De Juçara Em Antonina,Evento / Festival;Produto Turístico de Gastronomia;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,PR,Antonina,-25.4386,-48.7191
Campeonato De Churrasco,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MG,Carneirinho,-19.6987,-50.6894
Campeonato De Churrasco,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MG,Iturama,-19.7276,-50.1966
Campeonato De Churrasco,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,GO,Itajá,-19.0673,-51.5495
Campeonato De Churrasco,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,GO,Lagoa Santa,-19.1832,-51.3998
Campeonato De Churrasco,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Rubinéia,-20.1759,-51.007
Campeonato De Churrasco,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Jales,-20.2672,-50.5494
Campeonato De Churrasco,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Fernandópolis,-20.2806,-50.2471
Campeonato De Churrasco,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Santa Fé do Sul,-20.2083,-50.931999999999995
Campeonato De Churrasco,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Urânia,-20.2455,-50.6455
Campeonato De Churrasco,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MS,Água Clara,-20.4452,-52.879
Campeonato De Churrasco,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MS,Bataguassu,-21.7159,-52.4221
Campeonato De Churrasco,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MS,Brasilândia,-21.2544,-52.0365
Campeonato De Churrasco,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MS,Cassilândia,-19.1179,-51.7313
Campeonato De Churrasco,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MS,Inocência,-19.7277,-51.9281
Campeonato De Churrasco,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MS,Paranaíba,-19.6746,-51.1909
Campeonato De Churrasco,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MS,Ribas do Rio Pardo,-20.4445,-53.7588
Campeonato De Churrasco,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MS,Selvíria,-20.3637,-51.4192
Campeonato De Churrasco,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MS,Santa Rita do Pardo,-21.3016,-52.8333
